0,0,0,0,0,0,0,0,0,0,0,0,0
0,1.425e-06,0,0,-0.00058,-0.00014,0.00025,0,3e-05,3e-05,3e-05,3e-05,0
0,-1.14e-05,0,0,0.0023,-0.00076,-0.00342,0,-0.00024,-0.00024,-0.00024,-0.00024,0
0,-2.09e-05,0,0,0.00401,-0.00165,-0.006580000000000001,0,-0.00044,-0.00044,-0.00044,-0.00044,0
0,-2.7075e-05,0,0,0.004569999999999999,-0.00281,-0.00923,0,-0.00057,-0.00057,-0.00057,-0.00057,0
0,-2.9925e-05,0,0,0.00399,-0.00422,-0.01137,0,-0.00063,-0.00063,-0.00063,-0.00063,0
0,-2.9925e-05,0,0,0.002279999999999999,-0.00588,-0.01299,0,-0.00063,-0.00063,-0.00063,-0.00063,0
0,-2.66e-05,0,0,-0.0005700000000000002,-0.00779,-0.01408,0,-0.0005600000000000001,-0.0005600000000000001,-0.0005600000000000001,-0.0005600000000000001,0
0,-1.995e-05,0,0,-0.00455,-0.009940000000000001,-0.01463,0,-0.00042,-0.00042,-0.00042,-0.00042,0
0,-9.975000000000004e-06,0,0,-0.009680000000000001,-0.01232,-0.01461,0,-0.00021,-0.00021,-0.00021,-0.00021,0
0,3.324999999999998e-06,0,0,-0.01598,-0.01492,-0.01399,0,7.000000000000002e-05,7.000000000000002e-05,7.000000000000002e-05,7.000000000000002e-05,0
0,-0.04377885,0,0,0.9759099999999999,-2.48895,1.45912,0,-0.92166,-0.92166,-0.92166,-0.92166,0
0,-0.043630175,0,0,0.9650099999999999,-2.50322,1.47452,0,-0.9185300000000001,-0.9185300000000001,-0.9185300000000001,-0.9185300000000001,0
0,-0.043448725,0,0,0.9517399999999999,-2.51878,1.49286,0,-0.91471,-0.91471,-0.91471,-0.91471,0
0,-0.04323165,0,0,0.9358299999999999,-2.535439999999999,1.51422,0,-0.9101400000000001,-0.9101400000000001,-0.9101400000000001,-0.9101400000000001,0
0,-0.04297515,0,0,0.91699,-2.552989999999999,1.53872,0,-0.9047400000000001,-0.9047400000000001,-0.9047400000000001,-0.9047400000000001,0
0,-0.042675425,0,0,0.8948999999999999,-2.571229999999999,1.56647,0,-0.8984300000000001,-0.8984300000000001,-0.8984300000000001,-0.8984300000000001,0
0,-0.042327725,0,0,0.8692399999999999,-2.589919999999999,1.5976,0,-0.8911100000000001,-0.8911100000000001,-0.8911100000000001,-0.8911100000000001,0
0,-0.04192872500000001,0,0,0.8396699999999999,-2.608829999999999,1.63223,0,-0.8827100000000001,-0.8827100000000001,-0.8827100000000001,-0.8827100000000001,0
0,-0.04147415000000001,0,0,0.80585,-2.627709999999999,1.67046,0,-0.8731400000000001,-0.8731400000000001,-0.8731400000000001,-0.8731400000000001,0
0,-0.04096115000000001,0,0,0.7674599999999999,-2.646299999999999,1.71239,0,-0.8623400000000001,-0.8623400000000001,-0.8623400000000001,-0.8623400000000001,0
0,-0.04038830000000001,0,0,0.7241899999999999,-2.664309999999999,1.75804,0,-0.8502800000000001,-0.8502800000000001,-0.8502800000000001,-0.8502800000000001,0
0,-0.03975655000000001,0,0,0.6757799999999999,-2.681429999999999,1.80739,0,-0.8369800000000002,-0.8369800000000002,-0.8369800000000002,-0.8369800000000002,0
0,-0.03907065000000001,0,0,0.62205,-2.697319999999999,1.86029,0,-0.8225400000000002,-0.8225400000000002,-0.8225400000000002,-0.8225400000000002,0
0,-0.03833915,0,0,0.56294,-2.711599999999999,1.91645,0,-0.8071400000000002,-0.8071400000000002,-0.8071400000000002,-0.8071400000000002,0
0,-0.03757725,0,0,0.49854,-2.723839999999999,1.97536,0,-0.7911000000000001,-0.7911000000000001,-0.7911000000000001,-0.7911000000000001,0
0,-0.036805375,0,0,0.42919,-2.733559999999999,2.03622,0,-0.7748500000000001,-0.7748500000000001,-0.7748500000000001,-0.7748500000000001,0
0,-0.03604965,0,0,0.35554,-2.740239999999999,2.09789,0,-0.7589400000000002,-0.7589400000000002,-0.7589400000000002,-0.7589400000000002,0
0,-0.03533905,0,0,0.27861,-2.743329999999998,2.15881,0,-0.7439800000000002,-0.7439800000000002,-0.7439800000000002,-0.7439800000000002,0
0,-0.03470065000000001,0,0,0.19984,-2.742299999999998,2.21703,0,-0.7305400000000002,-0.7305400000000002,-0.7305400000000002,-0.7305400000000002,0
0,-0.03415297500000001,0,0,0.12101,-2.736729999999998,2.27038,0,-0.7190100000000001,-0.7190100000000001,-0.7190100000000001,-0.7190100000000001,0
0,-0.03370172500000001,0,0,0.04401999999999996,-2.726399999999998,2.31674,0,-0.7095100000000002,-0.7095100000000002,-0.7095100000000002,-0.7095100000000002,0
0,-0.03333740000000001,0,0,-0.02939000000000004,-2.711319999999998,2.35442,0,-0.7018400000000002,-0.7018400000000002,-0.7018400000000002,-0.7018400000000002,0
0,-0.03303957500000001,0,0,-0.09795000000000004,-2.691739999999998,2.38241,0,-0.6955700000000002,-0.6955700000000002,-0.6955700000000002,-0.6955700000000002,0
0,-0.03278402500000001,0,0,-0.16097,-2.668059999999998,2.40044,0,-0.6901900000000002,-0.6901900000000002,-0.6901900000000002,-0.6901900000000002,0
0,-0.03254842500000001,0,0,-0.21831,-2.640739999999998,2.40884,0,-0.6852300000000002,-0.6852300000000002,-0.6852300000000002,-0.6852300000000002,0
0,-0.03231567500000001,0,0,-0.2702100000000001,-2.610219999999998,2.40833,0,-0.6803300000000002,-0.6803300000000002,-0.6803300000000002,-0.6803300000000002,0
